Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Cameroon,CMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,0.720610022544861
Cameroon,CMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,2.2256600856781
Cameroon,CMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,1.44438004493713
Cameroon,CMR,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,11.4770097732544
Cameroon,CMR,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,25.3994693756104
Cameroon,CMR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,18.172269821167
Cameroon,CMR,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..
Cameroon,CMR,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..
Cameroon,CMR,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..
Cameroon,CMR,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..
Cameroon,CMR,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..
Cameroon,CMR,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Cameroon,CMR,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,34.1618
Cameroon,CMR,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,52.73901
Cameroon,CMR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,9.04275
Cameroon,CMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.99365997314453
Cameroon,CMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,18.7538890838623
Cameroon,CMR,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,5.92604
Cameroon,CMR,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..
Cameroon,CMR,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,24.99223
Cameroon,CMR,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,110.73268
Cameroon,CMR,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,129.16551
Cameroon,CMR,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,120.01887
Cameroon,CMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,64.7994995117188
Cameroon,CMR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,78.3276901245117
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,71.2905120849609
Cameroon,CMR,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.894890010356903
Cameroon,CMR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,76.4209289550781
Cameroon,CMR,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,85.3974761962891
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,80.5744400024414
Cameroon,CMR,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..
Cameroon,CMR,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..
Cameroon,CMR,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..
Cameroon,CMR,Lower secondary school starting age (years),SE.SEC.AGES,12
Cameroon,CMR,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..
Cameroon,CMR,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..
Cameroon,CMR,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..
Cameroon,CMR,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
Cameroon,CMR,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
Cameroon,CMR,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
Cameroon,CMR,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,69.5017471313477
Cameroon,CMR,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,67.4605178833008
Cameroon,CMR,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,68.3940887451172
Cameroon,CMR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,57.2767486572266
Cameroon,CMR,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,56.9247817993164
Cameroon,CMR,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,57.0865592956543
Cameroon,CMR,"Preprimary education, duration (years)",SE.PRE.DURS,2
Cameroon,CMR,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,65.9701538085938
Cameroon,CMR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,77.3167114257813
Cameroon,CMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,71.679931640625
Cameroon,CMR,"Primary education, duration (years)",SE.PRM.DURS,6
Cameroon,CMR,"Primary education, pupils",SE.PRM.ENRL,3510396
Cameroon,CMR,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.00207
Cameroon,CMR,"Primary education, teachers",SE.PRM.TCHR,76655
Cameroon,CMR,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,47.9955596923828
Cameroon,CMR,Primary school starting age (years),SE.PRM.AGES,6
Cameroon,CMR,Progression to secondary school (%),SE.SEC.PROG.ZS,60.80533
Cameroon,CMR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,64.37891
Cameroon,CMR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,57.80759
Cameroon,CMR,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,..
Cameroon,CMR,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,21.80981
Cameroon,CMR,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,45.79474
Cameroon,CMR,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..
Cameroon,CMR,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,52.02621
Cameroon,CMR,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,..
Cameroon,CMR,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,12.6854
Cameroon,CMR,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,13.53567
Cameroon,CMR,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,13.14453
Cameroon,CMR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,25.4624004364014
Cameroon,CMR,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,25.7541904449463
Cameroon,CMR,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,25.1752891540527
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.132659912109
Cameroon,CMR,"School enrollment, primary (% net)",SE.PRM.NENR,..
Cameroon,CMR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.863910019397736
Cameroon,CMR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
Cameroon,CMR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,100.186309814453
Cameroon,CMR,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Cameroon,CMR,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,115.968780517578
Cameroon,CMR,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Cameroon,CMR,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,22.5359802246094
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Cameroon,CMR,"School enrollment, secondary (% net)",SE.SEC.NENR,..
Cameroon,CMR,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
Cameroon,CMR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Cameroon,CMR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
Cameroon,CMR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Cameroon,CMR,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
Cameroon,CMR,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
Cameroon,CMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,11.1570196151733
Cameroon,CMR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.813040018081665
Cameroon,CMR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,10.0033397674561
Cameroon,CMR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,12.303689956665
Cameroon,CMR,"Secondary education, duration (years)",SE.SEC.DURS,7
Cameroon,CMR,"Secondary education, general pupils",SE.SEC.ENRL.GC,..
Cameroon,CMR,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,..
Cameroon,CMR,"Secondary education, pupils",SE.SEC.ENRL,..
Cameroon,CMR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..
Cameroon,CMR,"Secondary education, teachers",SE.SEC.TCHR,..
Cameroon,CMR,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,..
Cameroon,CMR,"Secondary education, teachers, female",SE.SEC.TCHR.FE,..
Cameroon,CMR,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,..
Cameroon,CMR,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,..
Cameroon,CMR,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,19.0082607269287
Cameroon,CMR,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,..
Cameroon,CMR,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,..
Cameroon,CMR,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,..
Cameroon,CMR,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,42.8315696716309
Cameroon,CMR,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,43.3019790649414
Cameroon,CMR,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,29.303279876709
Cameroon,CMR,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,57.3935203552246
Cameroon,CMR,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,61.0448188781738
Cameroon,CMR,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,54.023681640625
Cameroon,CMR,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,..
Cameroon,CMR,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,..
Cameroon,CMR,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,..
Cameroon,CMR,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..
Cameroon,CMR,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,..
Cameroon,CMR,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,..
Central African Republic,CAF,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Central African Republic,CAF,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Central African Republic,CAF,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Central African Republic,CAF,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Central African Republic,CAF,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..
Central African Republic,CAF,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..
Central African Republic,CAF,Children out of school (% of primary school age),SE.PRM.UNER.ZS,33.4635581970215
Central African Republic,CAF,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,42.4647598266602
Central African Republic,CAF,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,24.5270404815674
Central African Republic,CAF,"Children out of school, primary",SE.PRM.UNER,244035
Central African Republic,CAF,"Children out of school, primary, female",SE.PRM.UNER.FE,154280
Central African Republic,CAF,"Children out of school, primary, male",SE.PRM.UNER.MA,89755
Central African Republic,CAF,"Compulsory education, duration (years)",SE.COM.DURS,10
Central African Republic,CAF,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,99.2725372314453
Central African Republic,CAF,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,99.1238098144531
Central African Republic,CAF,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,95.8329772949219
Central African Republic,CAF,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,98.8749618530273
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Central African Republic,CAF,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..
Central African Republic,CAF,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..
Central African Republic,CAF,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..
Central African Republic,CAF,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Central African Republic,CAF,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,53.26402
Central African Republic,CAF,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,23.99504
Central African Republic,CAF,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,20.47402
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.11760997772217
Central African Republic,CAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,6.47537994384766
Central African Republic,CAF,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,4.10032
Central African Republic,CAF,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..
Central African Republic,CAF,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,89.9605
Central African Republic,CAF,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,88.54212
Central African Republic,CAF,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,107.0441
Central African Republic,CAF,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,97.83849
Central African Republic,CAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,24.355489730835
Central African Republic,CAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,50.7127113342285
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,36.7526092529297
Central African Republic,CAF,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.552049994468689
Central African Republic,CAF,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,26.9713306427002
Central African Republic,CAF,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,48.8571014404297
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,36.3562698364258
Central African Republic,CAF,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..
Central African Republic,CAF,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..
Central African Republic,CAF,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..
Central African Republic,CAF,Lower secondary school starting age (years),SE.SEC.AGES,12
Central African Republic,CAF,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,37.67683
Central African Republic,CAF,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,34.73156
Central African Republic,CAF,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,40.59335
Central African Republic,CAF,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,22.15347
Central African Republic,CAF,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,19.60532
Central African Republic,CAF,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,23.98932
Central African Republic,CAF,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,51.3503189086914
Central African Republic,CAF,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,57.8470497131348
Central African Republic,CAF,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,54.9530906677246
Central African Republic,CAF,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,43.9173393249512
Central African Republic,CAF,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,48.5800514221191
Central African Republic,CAF,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,46.4728202819824
Central African Republic,CAF,"Preprimary education, duration (years)",SE.PRE.DURS,3
Central African Republic,CAF,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,28.9820709228516
Central African Republic,CAF,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,49.4283485412598
Central African Republic,CAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,39.2277984619141
Central African Republic,CAF,"Primary education, duration (years)",SE.PRM.DURS,6
Central African Republic,CAF,"Primary education, pupils",SE.PRM.ENRL,636871
Central African Republic,CAF,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,41.8763
Central African Republic,CAF,"Primary education, teachers",SE.PRM.TCHR,7553
Central African Republic,CAF,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,14.3386697769165
Central African Republic,CAF,Primary school starting age (years),SE.PRM.AGES,6
Central African Republic,CAF,Progression to secondary school (%),SE.SEC.PROG.ZS,..
Central African Republic,CAF,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
Central African Republic,CAF,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
Central African Republic,CAF,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,..
Central African Republic,CAF,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,..
Central African Republic,CAF,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,84.32027
Central African Republic,CAF,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..
Central African Republic,CAF,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,..
Central African Republic,CAF,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,..
Central African Republic,CAF,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,20.8708
Central African Republic,CAF,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,20.55552
Central African Republic,CAF,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,20.68755
Central African Republic,CAF,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
Central African Republic,CAF,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
Central African Republic,CAF,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,87.3316116333008
Central African Republic,CAF,"School enrollment, primary (% net)",SE.PRM.NENR,65.95599
Central African Republic,CAF,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.725679993629456
Central African Republic,CAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
Central African Republic,CAF,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,73.4072265625
Central African Republic,CAF,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,57.04558
Central African Republic,CAF,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,101.155921936035
Central African Republic,CAF,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,74.80236
Central African Republic,CAF,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,14.2017803192139
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Central African Republic,CAF,"School enrollment, secondary (% net)",SE.SEC.NENR,..
Central African Republic,CAF,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
Central African Republic,CAF,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Central African Republic,CAF,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
Central African Republic,CAF,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Central African Republic,CAF,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
Central African Republic,CAF,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
Central African Republic,CAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.67114996910095
Central African Republic,CAF,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.323989987373352
Central African Republic,CAF,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,1.30820000171661
Central African Republic,CAF,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,4.03775978088379
Central African Republic,CAF,"Secondary education, duration (years)",SE.SEC.DURS,7
Central African Republic,CAF,"Secondary education, general pupils",SE.SEC.ENRL.GC,..
Central African Republic,CAF,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,..
Central African Republic,CAF,"Secondary education, pupils",SE.SEC.ENRL,..
Central African Republic,CAF,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..
Central African Republic,CAF,"Secondary education, teachers",SE.SEC.TCHR,1653
Central African Republic,CAF,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,12.3411998748779
Central African Republic,CAF,"Secondary education, teachers, female",SE.SEC.TCHR.FE,204
Central African Republic,CAF,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,4662
Central African Republic,CAF,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,33.95538
Central African Republic,CAF,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,..
Central African Republic,CAF,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,..
Central African Republic,CAF,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,..
Central African Republic,CAF,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,..
Central African Republic,CAF,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,..
Central African Republic,CAF,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,..
Central African Republic,CAF,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,..
Central African Republic,CAF,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..
Central African Republic,CAF,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,..
Central African Republic,CAF,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,..
